"Name","Type","Level","Race","Attribute","ATK","DEF","Cluster"
"Guard Dog","Flip Effect Monster",3,"Beast","EARTH",1500,500,"cluster_1"
"Sentry Soldier of Stone","Effect Monster",3,"Rock","EARTH",1300,2000,"cluster_6"
"Winged Dragon, Guardian of the Fortress 2","Normal Monster",4,"Winged Beast","WIND",1200,1000,"cluster_6"
"Bombardment Beetle","Flip Effect Monster",2,"Insect","WIND",400,900.0000000000001,"cluster_5"
"Level Eater","Effect Monster",1,"Insect","DARK",600,0,"cluster_5"
"Wightprince","Effect Monster",1,"Zombie","DARK",0,0,"cluster_2"
"Frightfur Sheep","Fusion Monster",5,"Fiend","DARK",2000,2000,"cluster_3"
"Luminous Soldier","Effect Monster",5,"Warrior","LIGHT",2100,1400.0000000000002,"cluster_6"
"Worm Illidan","Effect Monster",5,"Reptile","LIGHT",2000,1800.0000000000002,"cluster_5"
"Dawnbreak Gardna","Gemini Monster",3,"Warrior","LIGHT",1500,500,"cluster_3"
"Delta Flyer","Tuner Monster",3,"Dragon","WIND",1500,900.0000000000001,"cluster_5"
"Darklord Marie","Effect Monster",5,"Fiend","DARK",1700.0000000000002,1200,"cluster_2"
"Schuberta the Melodious Maestra","Fusion Monster",5.999999999999999,"Fairy","LIGHT",2400,2000,"cluster_3"
"Cloudian - Eye of the Typhoon","Effect Monster",8,"Aqua","WIND",3000,1000,"cluster_4"
"Sonic Bird","Effect Monster",4,"Winged Beast","WIND",1400.0000000000002,1000,"cluster_6"
"Archfiend Eccentrick","Pendulum Effect Monster",3,"Fiend","LIGHT",800,1000,"cluster_3"
"Darkstorm Dragon","Gemini Monster",8,"Dragon","DARK",2700,2500,"cluster_0"
"Kuraz the Light Monarch","Effect Monster",5.999999999999999,"Warrior","LIGHT",2400,1000,"cluster_6"
"Noble Knight Brothers","Effect Monster",4,"Warrior","LIGHT",1200,2400,"cluster_6"
"Gladiator Beast Equeste","Effect Monster",4,"Winged Beast","WIND",1600,1200,"cluster_6"
"Judgment Dragon","Effect Monster",8,"Dragon","LIGHT",3000,2600,"cluster_5"
"Ritual Beast Tamer Zeframpilica","Pendulum Effect Monster",3,"Psychic","WIND",1000,1500,"cluster_5"
"Dark Blade the Captain of the Evil World","Effect Monster",4,"Warrior","DARK",1800.0000000000002,1500,"cluster_2"
"The Wicked Eraser","Effect Monster",10,"Fiend","DARK",0,0,"cluster_2"
"Shadow Delver","Gemini Monster",4,"Fiend","DARK",1500,500,"cluster_3"
"Mother Grizzly","Effect Monster",4,"Beast-Warrior","WATER",1400.0000000000002,1000,"cluster_4"
"Nimble Musasabi","Effect Monster",2,"Beast","EARTH",800,100,"cluster_1"
"Divine Knight Ishzark","Effect Monster",5.999999999999999,"Warrior","LIGHT",2300,1800.0000000000002,"cluster_6"
"Tenderness","Normal Monster",3,"Fairy","LIGHT",700.0000000000001,1400.0000000000002,"cluster_1"
"Wind-Up Rat","Effect Monster",3,"Beast","EARTH",600,600,"cluster_1"
"Dododo Buster","Effect Monster",5.999999999999999,"Warrior","EARTH",1900,800,"cluster_6"
"Alien Psychic","Effect Monster",1,"Reptile","DARK",200,100,"cluster_5"
"Shaddoll Zefranaga","Pendulum Effect Monster",2,"Spellcaster","DARK",900.0000000000001,100,"cluster_3"
"Machina Force","Effect Monster",10,"Machine","EARTH",4600,4100,"cluster_4"
"Slacker Magician","XYZ Monster",1,"Spellcaster","LIGHT",200,2100,"cluster_1"
"Cyber Dragon Nova","XYZ Monster",5,"Machine","LIGHT",2100,1600,"cluster_4"
"Oxygeddon","Effect Monster",4,"Dinosaur","WIND",1800.0000000000002,800,"cluster_5"
"Flame Ogre","Effect Monster",7,"Fiend","FIRE",2400,1700.0000000000002,"cluster_2"
"Blackwing - Damascus the Polar Night","Effect Monster",3,"Winged Beast","DARK",1300,700.0000000000001,"cluster_2"
"Toy Magician","Effect Monster",4,"Spellcaster","LIGHT",1600,1500,"cluster_1"
"Gravekeeper's Shaman","Effect Monster",5.999999999999999,"Spellcaster","DARK",1500,1500,"cluster_1"
"Masked HERO Goka","Fusion Monster",5.999999999999999,"Warrior","FIRE",2200,1800.0000000000002,"cluster_3"
"Red Dragon Ninja","Effect Monster",5.999999999999999,"Winged Beast","FIRE",2400,1200,"cluster_6"
"Giant Kozaky","Effect Monster",4,"Fiend","DARK",2500,2400,"cluster_2"
"Petit Moth","Normal Monster",1,"Insect","EARTH",300,200,"cluster_5"
"Dark Lucius LV8","Effect Monster",8,"Fiend","EARTH",2800.0000000000005,900.0000000000001,"cluster_2"
"Junk Collector","Effect Monster",5,"Warrior","LIGHT",1000,2200,"cluster_6"
"Blade Rabbit","Effect Monster",2,"Beast","EARTH",400,300,"cluster_1"
"Tyrant Burst Dragon","Fusion Monster",8,"Dragon","LIGHT",2900.0000000000005,2500,"cluster_0"
"Ground Attacker Bugroth","Normal Monster",4,"Machine","EARTH",1500,1000,"cluster_4"
"Anarchist Monk Ranshin","Effect Monster",4,"Spellcaster","EARTH",1800.0000000000002,100,"cluster_1"
"Evil HERO Dark Gaia","Fusion Monster",8,"Fiend","EARTH",0,0,"cluster_3"
"Doomstar Magician","Effect Monster",4,"Spellcaster","DARK",1800.0000000000002,300,"cluster_1"
"Cipher Mirror Knight","Effect Monster",4,"Warrior","LIGHT",0,0,"cluster_6"
"Infernoid Decatron","Tuner Monster",1,"Fiend","FIRE",500,200,"cluster_2"
"Psychic Snail","Effect Monster",4,"Psychic","EARTH",1900,1200,"cluster_5"
"Mermail Abysspike","Effect Monster",4,"Fish","WATER",1600,800,"cluster_1"
"Wind-Up Snail","Effect Monster",2,"Aqua","WATER",100,2000,"cluster_4"
"Masked HERO Dark Law","Fusion Monster",5.999999999999999,"Warrior","DARK",2400,1800.0000000000002,"cluster_3"
"Steelswarm Girastag","Effect Monster",7,"Fiend","DARK",2600,0,"cluster_2"
"Brotherhood of the Fire Fist - Cardinal","XYZ Monster",4,"Beast-Warrior","FIRE",1800.0000000000002,2200,"cluster_4"
"Flame Ghost","Fusion Monster",3,"Zombie","DARK",1000,800,"cluster_3"
"Oppressed People","Normal Monster",1,"Aqua","WATER",400,2000,"cluster_4"
"Spear Cretin","Flip Effect Monster",2,"Fiend","DARK",500,500,"cluster_2"
"Evil HERO Malicious Edge","Effect Monster",7,"Fiend","EARTH",2600,1800.0000000000002,"cluster_2"
"Aromage Rosemary","Effect Monster",4,"Plant","WATER",1800.0000000000002,700.0000000000001,"cluster_4"
"Digital Bug Corebage","XYZ Monster",5,"Insect","LIGHT",2200,1800.0000000000002,"cluster_5"
"Gaia Drake, the Universal Force","Fusion Monster",10,"Beast-Warrior","EARTH",3500.0000000000005,2800.0000000000005,"cluster_0"
"The Legendary Exodia Incarnate","Effect Monster",10,"Spellcaster","DARK",0,0,"cluster_1"
"Doomdog Octhros","Effect Monster",3,"Fiend","DARK",800,800,"cluster_2"
"Bicorn Re'em","Effect Monster",4,"Beast","DARK",800,1600,"cluster_1"
"Re-Cover","Tuner Monster",1,"Psychic","EARTH",700.0000000000001,300,"cluster_5"
"Bio-Mage","Normal Monster",3,"Fairy","LIGHT",1150,1000,"cluster_1"
"Infernal Flame Vixen","XYZ Monster",4,"Pyro","FIRE",2200,2000,"cluster_5"
"Super Quantal Fairy Alphan","Effect Monster",1,"Fairy","LIGHT",0,0,"cluster_1"
"Worm Falco","Flip Effect Monster",2,"Reptile","LIGHT",500,800,"cluster_5"
"Lucius the Shadow Vassal","Effect Monster",1,"Fiend","DARK",800,1000,"cluster_2"
"Monoceros","Effect Monster",3,"Beast","LIGHT",1000,1000,"cluster_1"
"Empress Mantis","Normal Monster",5.999999999999999,"Insect","WIND",2200,1400.0000000000002,"cluster_5"
"Blackwing - Shura the Blue Flame","Effect Monster",4,"Winged Beast","DARK",1800.0000000000002,1200,"cluster_2"
"Giant Red Seasnake","Normal Monster",4,"Aqua","WATER",1800.0000000000002,800,"cluster_4"
"Medium Piece Golem","Effect Monster",4,"Rock","EARTH",1600,0,"cluster_6"
"VW-Tiger Catapult","Fusion Monster",5.999999999999999,"Machine","LIGHT",2000,2100,"cluster_0"
"Ooguchi","Effect Monster",1,"Aqua","WATER",300,250,"cluster_4"
"Goyo Defender","Synchro Monster",3,"Warrior","EARTH",1000,1000,"cluster_6"
"Upstart Golden Ninja","Effect Monster",4,"Warrior","LIGHT",500,1800.0000000000002,"cluster_6"
"Elemental HERO Burstinatrix","Normal Monster",3,"Warrior","FIRE",1200,800,"cluster_2"
"Elemental HERO Burstinatrix","Normal Monster",3,"Warrior","FIRE",1200,800,"cluster_2"
"Vampire Duke","Effect Monster",5,"Zombie","DARK",2000,0,"cluster_2"
"Zefraniu, Secret of the Yang Zing","Pendulum Effect Monster",5.999999999999999,"Wyrm","EARTH",0,2600,"cluster_5"
"Wulf, Lightsworn Beast","Effect Monster",4,"Beast-Warrior","LIGHT",2100,300,"cluster_4"
"Garoth, Lightsworn Warrior","Effect Monster",4,"Warrior","LIGHT",1850,1300,"cluster_6"
"Cybernetic Magician","Effect Monster",5.999999999999999,"Spellcaster","LIGHT",2400,1000,"cluster_1"
"Mavelus","Fusion Monster",4,"Winged Beast","WIND",1300,900.0000000000001,"cluster_3"
"Hedge Guard","Effect Monster",3,"Plant","EARTH",0,2100,"cluster_5"
"Turu-Purun","Normal Monster",2,"Aqua","WATER",450.00000000000006,500,"cluster_4"
"Noble Knight Medraut","Effect Monster",4,"Warrior","LIGHT",1700.0000000000002,1000,"cluster_6"
"Enlightenment Paladin","Synchro Monster",8,"Spellcaster","DARK",2500,2000,"cluster_1"
"Mermail Abysstrite","XYZ Monster",3,"Sea Serpent","WATER",1600,2800.0000000000005,"cluster_4"
"Destruction Cyclone","Effect Monster",7,"Reptile","WIND",2000,1500,"cluster_5"
"Bujingi Hare","Effect Monster",4,"Beast","LIGHT",1700.0000000000002,500,"cluster_1"
"Goyo Emperor","Fusion Monster",10,"Warrior","EARTH",3300,2500,"cluster_3"
"Cyber Dragon Drei","Effect Monster",4,"Machine","LIGHT",1800.0000000000002,800,"cluster_4"
"Nightmare Horse","Effect Monster",2,"Zombie","DARK",500,400,"cluster_2"
"Wind-Up Magician","Effect Monster",4,"Spellcaster","FIRE",600,1800.0000000000002,"cluster_1"
"Jurrac Velo","Effect Monster",4,"Dinosaur","FIRE",1700.0000000000002,1000,"cluster_5"
"Burning Beast","Union Effect Monster",4,"Pyro","FIRE",1500,1000,"cluster_0"
"Deskbot 002","Effect Monster",2,"Machine","EARTH",500,500,"cluster_4"
"Big-Tusked Mammoth","Effect Monster",5,"Beast","EARTH",2000,1000,"cluster_1"
"Toon Alligator","Normal Monster",4,"Reptile","WATER",800,1600,"cluster_5"
"Ghost Ogre & Snow Rabbit","Tuner Monster",3,"Psychic","LIGHT",0,1800.0000000000002,"cluster_5"
"Eidos the Underworld Squire","Effect Monster",2,"Spellcaster","DARK",800,1000,"cluster_1"
"Armed Dragon LV10","Effect Monster",10,"Dragon","WIND",3000,2000,"cluster_5"
"Ally Salvo","Effect Monster",2,"Machine","DARK",400,300,"cluster_4"
"Kozmo Landwalker","Effect Monster",5.999999999999999,"Machine","DARK",2400,1200,"cluster_4"
"Archlord Kristya","Effect Monster",8,"Fairy","LIGHT",2800.0000000000005,2300,"cluster_1"
"Dance Princess of the Ice Barrier","Effect Monster",4,"Spellcaster","WATER",1700.0000000000002,900.0000000000001,"cluster_1"
"Juragedo","Effect Monster",4,"Fiend","DARK",1700.0000000000002,1300,"cluster_2"
"Tenshin","Effect Monster",2,"Fairy","LIGHT",800,100,"cluster_1"
"Krebons","Tuner Monster",2,"Psychic","DARK",1200,400,"cluster_5"
"Speedroid Den-Den Daiko Duke","Tuner Monster",3,"Machine","WIND",1000,1000,"cluster_4"
"Masked HERO Anki","Fusion Monster",8,"Warrior","DARK",2800.0000000000005,1200,"cluster_3"
"Overlay Owl","Effect Monster",4,"Winged Beast","WIND",800,1600,"cluster_6"
"Umbral Horror Ghost","Effect Monster",2,"Fiend","DARK",200,200,"cluster_2"
"Dragunity Phalanx","Tuner Monster",2,"Dragon","WIND",500,1100,"cluster_5"
"Performapal Odd-Eyes Light Phoenix","Pendulum Effect Monster",5,"Winged Beast","LIGHT",2000,1000,"cluster_3"
"Junk Berserker","Synchro Monster",7,"Warrior","WIND",2700,1800.0000000000002,"cluster_6"
"Dark Zebra","Effect Monster",4,"Beast","EARTH",1800.0000000000002,400,"cluster_1"
"Igknight Champion","Effect Monster",8,"Warrior","FIRE",2800.0000000000005,2300,"cluster_2"
"Elemental HERO Bladedge","Effect Monster",7,"Warrior","EARTH",2600,1800.0000000000002,"cluster_6"
"Gonogo","Effect Monster",3,"Rock","EARTH",1350,1600,"cluster_6"
"Blue-Eyes Spirit Dragon","Synchro Monster",9,"Dragon","LIGHT",2500,3000,"cluster_5"
"Bonfire Colossus","Effect Monster",8,"Beast-Warrior","FIRE",2600,2200,"cluster_4"
"Cyber Archfiend","Effect Monster",4,"Fiend","DARK",1000,2000,"cluster_2"
"Gogogo Goram","Effect Monster",4,"Rock","EARTH",2300,0,"cluster_6"
"Majiosheldon","Effect Monster",3,"Warrior","WATER",800,2000,"cluster_6"
"Ghost Gardna","Effect Monster",4,"Warrior","DARK",0,1900,"cluster_2"
"Archfiend Zombie-Skull","Synchro Monster",5.999999999999999,"Zombie","DARK",2500,1200,"cluster_2"
"Super Quantum Red Layer","Effect Monster",5,"Warrior","FIRE",2000,800,"cluster_2"
"Dancing Elf","Normal Monster",1,"Fairy","WIND",300,200,"cluster_1"
"Maji-Gire Panda","Effect Monster",4,"Beast","EARTH",1000,800,"cluster_1"
"Blizzed, Defender of the Ice Barrier","Effect Monster",1,"Aqua","WATER",300,500,"cluster_4"
"Mira the Star-Bearer","XYZ Monster",1,"Warrior","LIGHT",1100,1000,"cluster_6"
"Turbo Booster","Effect Monster",1,"Machine","EARTH",0,0,"cluster_4"
"Snoww, Unlight of Dark World","Effect Monster",4,"Fiend","DARK",1700.0000000000002,0,"cluster_2"
"Granmarg the Rock Monarch","Effect Monster",5.999999999999999,"Rock","EARTH",2400,1000,"cluster_6"
"Soitsu","Normal Monster",3,"Fairy","WIND",0,0,"cluster_1"
"Legendary Flame Lord","Ritual Effect Monster",7,"Spellcaster","FIRE",2400,2000,"cluster_3"
"Heraldic Beast Aberconway","Effect Monster",4,"Dragon","WIND",1800.0000000000002,900.0000000000001,"cluster_5"
"Jutte Fighter","Tuner Monster",2,"Warrior","EARTH",700.0000000000001,900.0000000000001,"cluster_6"
"Darkness Neosphere","Effect Monster",10,"Fiend","DARK",4000,4000,"cluster_2"
"Fabled Gallabas","Effect Monster",4,"Fiend","LIGHT",1500,800,"cluster_6"
"Metalfoes Steelen","Pendulum Normal Monster",2,"Psychic","FIRE",0,2100,"cluster_0"
"Mystic Swordsman LV6","Effect Monster",5.999999999999999,"Warrior","EARTH",2300,1700.0000000000002,"cluster_6"
"Elemental HERO Plasma Vice","Fusion Monster",8,"Warrior","EARTH",2600,2300,"cluster_3"
"Raidraptor - Napalm Dragonius","Effect Monster",4,"Winged Beast","DARK",1000,1000,"cluster_2"
"Batteryman 9-Volt","Effect Monster",4,"Thunder","LIGHT",1000,1000,"cluster_4"
"Infernoid Pirmais","Effect Monster",1,"Fiend","FIRE",0,0,"cluster_2"
"Renge, Gatekeeper of Dark World","Normal Monster",4,"Fiend","DARK",100,2100,"cluster_2"
"Reptilianne Hydra","Synchro Monster",5.999999999999999,"Reptile","DARK",2100,1500,"cluster_5"
"Heroic Champion - Excalibur","XYZ Monster",4,"Warrior","LIGHT",2000,2000,"cluster_6"
"Nefarious Archfiend Eater of Nefariousness","Effect Monster",4,"Beast","EARTH",1500,200,"cluster_1"
"Naturia Cherries","Tuner Monster",1,"Plant","EARTH",200,200,"cluster_5"
"Divine Dragon Lord Felgrand","Effect Monster",8,"Dragon","LIGHT",2800.0000000000005,2800.0000000000005,"cluster_5"
"Skelengel","Flip Effect Monster",2,"Fairy","LIGHT",900.0000000000001,400,"cluster_1"
"Tentacle Plant","Normal Monster",2,"Plant","WATER",500,600,"cluster_4"
"Damage Eater","Effect Monster",2,"Fiend","DARK",100,800,"cluster_2"
"Junk Warrior","Synchro Monster",5,"Warrior","DARK",2300,1300,"cluster_2"
"UFO Turtle","Effect Monster",4,"Machine","FIRE",1400.0000000000002,1200,"cluster_4"
"Flame Cerebrus","Normal Monster",5.999999999999999,"Pyro","FIRE",2100,1800.0000000000002,"cluster_5"
"Raidraptor - Sharp Lanius","Effect Monster",4,"Winged Beast","DARK",1700.0000000000002,1000,"cluster_2"
"Arcana Force XIV - Temperance","Effect Monster",5.999999999999999,"Fairy","LIGHT",2400,2400,"cluster_1"
"Ancient Gear Box","Effect Monster",4,"Machine","EARTH",500,2000,"cluster_4"
"Absolute King Back Jack","Effect Monster",1,"Fiend","DARK",0,0,"cluster_2"
"Blackfeather Darkrage Dragon","Synchro Monster",8,"Dragon","DARK",2800.0000000000005,1600,"cluster_5"
"ZW - Leo Arms","XYZ Monster",5,"Beast","LIGHT",3000,1200,"cluster_1"
"Machina Soldier","Effect Monster",4,"Machine","EARTH",1600,1500,"cluster_4"
"Red Duston","Effect Monster",1,"Fiend","FIRE",0,1000,"cluster_2"
"Naturia Rosewhip","Tuner Monster",3,"Plant","EARTH",400,1700.0000000000002,"cluster_5"
"Heroic Challenger - Night Watchman","Effect Monster",4,"Warrior","EARTH",1200,300,"cluster_6"
"BOXer","Effect Monster",4,"Warrior","EARTH",1800.0000000000002,1000,"cluster_6"
"Edge Imp Chain","Effect Monster",4,"Fiend","DARK",1200,1800.0000000000002,"cluster_2"
"Arcana Force IV - The Emperor","Effect Monster",4,"Fairy","LIGHT",1400.0000000000002,1400.0000000000002,"cluster_1"
"Toon Buster Blader","Toon Monster",7,"Warrior","EARTH",2600,2300,"cluster_3"
"Phantom Ghost","Normal Monster",2,"Zombie","DARK",600,800,"cluster_2"
"Elemental HERO Thunder Giant","Fusion Monster",5.999999999999999,"Warrior","LIGHT",2400,1500,"cluster_3"
"Pyrotech Mech - Shiryu","Effect Monster",8,"Pyro","FIRE",2900.0000000000005,1800.0000000000002,"cluster_5"
"Tripod Fish","Effect Monster",3,"Fish","WATER",300,1300,"cluster_1"
"Paleozoic Anomalocaris","XYZ Monster",2,"Aqua","WATER",2400,0,"cluster_4"
"Ghostrick Jackfrost","Effect Monster",1,"Fiend","DARK",800,100,"cluster_2"
"Starliege Paladynamo","XYZ Monster",4,"Warrior","LIGHT",2000,1000,"cluster_6"
"Skull Archfiend of Lightning","Effect Monster",5.999999999999999,"Fiend","DARK",2500,1200,"cluster_2"
"Watthopper","Effect Monster",1,"Thunder","LIGHT",0,0,"cluster_4"
"Sacred Phoenix of Nephthys","Effect Monster",8,"Winged Beast","FIRE",2400,1600,"cluster_6"
"Grandsoil the Elemental Lord","Effect Monster",8,"Beast-Warrior","EARTH",2800.0000000000005,2200,"cluster_4"
"Chiwen, Light of the Yang Zing","Tuner Monster",1,"Wyrm","LIGHT",0,0,"cluster_5"
"The Creator","Effect Monster",8,"Thunder","LIGHT",2300,3000,"cluster_4"
"Banisher of the Light","Effect Monster",3,"Fairy","LIGHT",100,2000,"cluster_1"
"Truckroid","Effect Monster",4,"Machine","EARTH",1000,2000,"cluster_4"
"Dark Scorpion - Chick the Yellow","Effect Monster",3,"Warrior","DARK",1000,1000,"cluster_2"
"Sinister Sprocket","Tuner Monster",1,"Fiend","DARK",400,0,"cluster_2"
"Igknight Crusader","Pendulum Normal Monster",3,"Warrior","FIRE",1600,300,"cluster_3"
"Battlin' Boxer Rabbit Puncher","Effect Monster",3,"Warrior","FIRE",800,1000,"cluster_2"
"Lionhearted Locomotive","Effect Monster",4,"Machine","EARTH",2400,2100,"cluster_4"
"Elder of the Six Samurai","Effect Monster",3,"Warrior","EARTH",400,0,"cluster_6"
"Divine Grace - Northwemko","Ritual Effect Monster",7,"Spellcaster","LIGHT",2700,1200,"cluster_3"
"Vanadis of the Nordic Ascendant","Tuner Monster",4,"Fairy","DARK",1200,400,"cluster_1"
"Malicevorous Fork","Effect Monster",2,"Fiend","DARK",400,400,"cluster_2"
"Blizzard Dragon","Effect Monster",4,"Dragon","WATER",1800.0000000000002,1000,"cluster_5"
"Flelf","Effect Monster",2,"Spellcaster","WIND",800,1300,"cluster_1"
"Greenkappa","Flip Effect Monster",3,"Warrior","DARK",650,900.0000000000001,"cluster_2"
"Earthquake Giant","Effect Monster",5,"Rock","EARTH",1600,2100,"cluster_6"
"Black Dragon Collapserpent","Effect Monster",4,"Dragon","DARK",1800.0000000000002,1700.0000000000002,"cluster_5"
"Steelswarm Longhorn","Effect Monster",9,"Fiend","DARK",3000,0,"cluster_2"
"Ghost Reaper & Winter Cherries","Tuner Monster",3,"Zombie","DARK",0,1800.0000000000002,"cluster_2"
"Superheavy Samurai Gigagloves","Effect Monster",3,"Machine","EARTH",100,1000,"cluster_4"
"Fishborg Archer","Tuner Monster",3,"Fish","WATER",300,300,"cluster_1"
"Shiranui Smith","Effect Monster",4,"Zombie","FIRE",1000,0,"cluster_2"
"Sage of Stillness","Effect Monster",4,"Spellcaster","LIGHT",1400.0000000000002,1000,"cluster_1"
"Dimension Wanderer","Effect Monster",1,"Spellcaster","LIGHT",0,0,"cluster_1"
"Elemental HERO Knospe","Effect Monster",3,"Plant","EARTH",600,1000,"cluster_5"
"Divine Dragon Ragnarok","Normal Monster",4,"Dragon","LIGHT",1500,1000,"cluster_5"
"Synchron Carrier","Effect Monster",2,"Machine","EARTH",0,1000,"cluster_4"
"Frequency Magician","Tuner Monster",2,"Spellcaster","LIGHT",800,400,"cluster_1"
"The Wicked Dreadroot","Effect Monster",10,"Fiend","DARK",4000,4000,"cluster_2"
"Lunar Queen Elzaim","Normal Monster",3,"Fairy","LIGHT",750,1100,"cluster_1"
"Hot Red Dragon Archfiend King Calamity","Synchro Monster",11.999999999999998,"Dragon","DARK",4000,3500.0000000000005,"cluster_5"
"Dark Doriado","Pendulum Effect Monster",4,"Spellcaster","DARK",1800.0000000000002,1400.0000000000002,"cluster_3"
"Alien Hunter","Effect Monster",4,"Reptile","WATER",1600,800,"cluster_5"
"Mighty Guard","Normal Monster",4,"Machine","EARTH",500,1200,"cluster_4"
"Fortress Whale","Ritual Monster",7,"Fish","WATER",2350,2150,"cluster_3"
"Kazejin","Effect Monster",7,"Spellcaster","WIND",2400,2200,"cluster_1"
"Violet Witch","Effect Monster",4,"Spellcaster","DARK",1100,1200,"cluster_1"
"Hyozanryu","Normal Monster",7,"Dragon","LIGHT",2100,2800.0000000000005,"cluster_5"
"Rhaimundos of the Red Sword","Normal Monster",4,"Warrior","EARTH",1200,1300,"cluster_6"
"Reshef the Dark Being","Ritual Effect Monster",8,"Fiend","LIGHT",2500,1500,"cluster_3"
"Sylvan Flowerknight","Effect Monster",4,"Plant","EARTH",1800.0000000000002,1000,"cluster_5"
"Alien Grey","Flip Effect Monster",2,"Reptile","LIGHT",300,800,"cluster_5"
"Gravekeeper's Chief","Effect Monster",5,"Spellcaster","DARK",1900,1200,"cluster_1"
"Achacha Chanbara","Effect Monster",3,"Warrior","FIRE",1400.0000000000002,400,"cluster_2"
"Gogogo Golem","Effect Monster",4,"Rock","EARTH",1800.0000000000002,1500,"cluster_6"
"Labradorite Dragon","Normal Tuner Monster",5.999999999999999,"Dragon","DARK",0,2400,"cluster_0"
"Lekunga","Effect Monster",4,"Plant","WATER",1700.0000000000002,500,"cluster_4"
"T.G. Recipro Dragonfly","Synchro Monster",2,"Insect","WIND",300,300,"cluster_5"
"Masked HERO Dian","Fusion Monster",8,"Warrior","EARTH",2800.0000000000005,3000,"cluster_3"
"X-Head Cannon","Normal Monster",4,"Machine","LIGHT",1800.0000000000002,1500,"cluster_4"
"Toad Master","Normal Monster",3,"Aqua","WATER",1000,1000,"cluster_4"
"Jurrac Tyrannus","Effect Monster",7,"Dinosaur","FIRE",2500,1400.0000000000002,"cluster_5"
"The Phantom Knights of Break Sword","XYZ Monster",3,"Warrior","DARK",2000,1000,"cluster_2"
"Steelswarm Genome","Effect Monster",2,"Fiend","DARK",1000,0,"cluster_2"
"Armored Axon Kicker","Effect Monster",5.999999999999999,"Psychic","EARTH",2200,1800.0000000000002,"cluster_5"
"Parrot Dragon","Normal Monster",5,"Dragon","WIND",2000,1300,"cluster_5"
"Skull Conductor","Effect Monster",4,"Zombie","DARK",2000,0,"cluster_2"
"Mystery Hand","Normal Monster",2,"Fiend","DARK",500,500,"cluster_2"
"Dragon Master Knight","Fusion Monster",11.999999999999998,"Dragon","LIGHT",5000,5000,"cluster_0"
"Arcana Force 0 - The Fool","Effect Monster",1,"Fairy","LIGHT",0,0,"cluster_1"
"Dicelops","Effect Monster",4,"Machine","FIRE",1800.0000000000002,200,"cluster_4"
"Soprano the Melodious Songstress","Effect Monster",4,"Fairy","LIGHT",1400.0000000000002,1400.0000000000002,"cluster_1"
"Silent Psychic Wizard","Effect Monster",4,"Psychic","EARTH",1900,0,"cluster_5"
"Inari Fire","Effect Monster",4,"Pyro","FIRE",1500,200,"cluster_5"
"Libic, Malebranche of the Burning Abyss","Effect Monster",3,"Fiend","DARK",1300,700.0000000000001,"cluster_2"
"Soul-Absorbing Bone Tower","Effect Monster",3,"Zombie","DARK",400,1500,"cluster_2"
"Volcanic Queen","Effect Monster",5.999999999999999,"Pyro","FIRE",2500,1200,"cluster_5"
"Dragon Manipulator","Flip Effect Monster",3,"Warrior","EARTH",700.0000000000001,800,"cluster_6"
"Elemental HERO Blazeman","Effect Monster",4,"Warrior","FIRE",1200,1800.0000000000002,"cluster_2"
"Tempest Magician","Synchro Monster",5.999999999999999,"Spellcaster","DARK",2200,1400.0000000000002,"cluster_1"
"Orca Mega-Fortress of Darkness","Effect Monster",5,"Sea Serpent","WATER",2100,1200,"cluster_4"
"The Shadow Who Controls the Dark","Normal Monster",3,"Fiend","DARK",800,700.0000000000001,"cluster_2"
"Batteryman AA","Effect Monster",3,"Thunder","LIGHT",0,0,"cluster_4"
"Wall Shadow","Effect Monster",7,"Warrior","DARK",1600,3000,"cluster_2"
"Fool of Prophecy","Effect Monster",3,"Spellcaster","EARTH",1600,900.0000000000001,"cluster_1"
"Great Shogun Shien","Effect Monster",7,"Warrior","FIRE",2500,2400,"cluster_2"
"Saber Shark","Effect Monster",4,"Fish","WATER",1600,1200,"cluster_1"
"Genex Ally Reliever","Effect Monster",5,"Machine","DARK",2200,1000,"cluster_4"
"Photon Satellite","Effect Monster",1,"Machine","LIGHT",0,0,"cluster_4"
"Rai-Mei","Effect Monster",3,"Thunder","LIGHT",1400.0000000000002,1200,"cluster_4"
"Dinomist Rex","Pendulum Effect Monster",5,"Machine","WATER",2400,2200,"cluster_4"
"Alien Overlord","Effect Monster",5.999999999999999,"Reptile","DARK",2200,1600,"cluster_5"
"Sylvan Peaskeeper","Effect Monster",1,"Plant","WIND",400,100,"cluster_5"
"Miracle Jurassic Egg","Effect Monster",4,"Dinosaur","EARTH",0,2000,"cluster_5"
"Satellarknight Sirius","Effect Monster",4,"Warrior","LIGHT",1600,900.0000000000001,"cluster_6"
"Terra the Terrible","Normal Monster",4,"Fiend","DARK",1200,1300,"cluster_2"
"Destiny HERO - Celestial","Effect Monster",4,"Warrior","DARK",1600,1400.0000000000002,"cluster_2"
"Goyo Chaser","Synchro Monster",5,"Warrior","EARTH",1900,1000,"cluster_6"
"Giganticastle","Synchro Monster",9,"Rock","EARTH",2900.0000000000005,2800.0000000000005,"cluster_6"
"Stone Armadiller","Normal Monster",3,"Rock","EARTH",800,1200,"cluster_6"
"Underground Arachnid","Synchro Monster",5.999999999999999,"Insect","EARTH",2400,1200,"cluster_5"
"Meklord Astro Mekanikle","Effect Monster",11.999999999999998,"Machine","LIGHT",4000,4000,"cluster_4"
