Name,Type,Level,Race,Attribute,ATK,DEF
Starliege Paladynamo,XYZ Monster,4,Warrior,LIGHT,2000,1000
Skull Archfiend of Lightning,Effect Monster,6,Fiend,DARK,2500,1200
Watthopper,Effect Monster,1,Thunder,LIGHT,0,0
Sacred Phoenix of Nephthys,Effect Monster,8,Winged Beast,FIRE,2400,1600
Grandsoil the Elemental Lord,Effect Monster,8,Beast-Warrior,EARTH,2800,2200
"Chiwen, Light of the Yang Zing",Tuner Monster,1,Wyrm,LIGHT,0,0
The Creator,Effect Monster,8,Thunder,LIGHT,2300,3000
Banisher of the Light,Effect Monster,3,Fairy,LIGHT,100,2000
Truckroid,Effect Monster,4,Machine,EARTH,1000,2000
Dark Scorpion - Chick the Yellow,Effect Monster,3,Warrior,DARK,1000,1000
Sinister Sprocket,Tuner Monster,1,Fiend,DARK,400,0
Igknight Crusader,Pendulum Normal Monster,3,Warrior,FIRE,1600,300
Battlin' Boxer Rabbit Puncher,Effect Monster,3,Warrior,FIRE,800,1000
Lionhearted Locomotive,Effect Monster,4,Machine,EARTH,2400,2100
Elder of the Six Samurai,Effect Monster,3,Warrior,EARTH,400,0
Divine Grace - Northwemko,Ritual Effect Monster,7,Spellcaster,LIGHT,2700,1200
Vanadis of the Nordic Ascendant,Tuner Monster,4,Fairy,DARK,1200,400
Malicevorous Fork,Effect Monster,2,Fiend,DARK,400,400
Blizzard Dragon,Effect Monster,4,Dragon,WATER,1800,1000
Flelf,Effect Monster,2,Spellcaster,WIND,800,1300
Greenkappa,Flip Effect Monster,3,Warrior,DARK,650,900
Earthquake Giant,Effect Monster,5,Rock,EARTH,1600,2100
Black Dragon Collapserpent,Effect Monster,4,Dragon,DARK,1800,1700
Steelswarm Longhorn,Effect Monster,9,Fiend,DARK,3000,0
Ghost Reaper & Winter Cherries,Tuner Monster,3,Zombie,DARK,0,1800
Superheavy Samurai Gigagloves,Effect Monster,3,Machine,EARTH,100,1000
Fishborg Archer,Tuner Monster,3,Fish,WATER,300,300
Shiranui Smith,Effect Monster,4,Zombie,FIRE,1000,0
Sage of Stillness,Effect Monster,4,Spellcaster,LIGHT,1400,1000
Dimension Wanderer,Effect Monster,1,Spellcaster,LIGHT,0,0
Elemental HERO Knospe,Effect Monster,3,Plant,EARTH,600,1000
Divine Dragon Ragnarok,Normal Monster,4,Dragon,LIGHT,1500,1000
Synchron Carrier,Effect Monster,2,Machine,EARTH,0,1000
Frequency Magician,Tuner Monster,2,Spellcaster,LIGHT,800,400
The Wicked Dreadroot,Effect Monster,10,Fiend,DARK,4000,4000
Lunar Queen Elzaim,Normal Monster,3,Fairy,LIGHT,750,1100
Hot Red Dragon Archfiend King Calamity,Synchro Monster,12,Dragon,DARK,4000,3500
Dark Doriado,Pendulum Effect Monster,4,Spellcaster,DARK,1800,1400
Alien Hunter,Effect Monster,4,Reptile,WATER,1600,800
Mighty Guard,Normal Monster,4,Machine,EARTH,500,1200
Fortress Whale,Ritual Monster,7,Fish,WATER,2350,2150
Kazejin,Effect Monster,7,Spellcaster,WIND,2400,2200
Violet Witch,Effect Monster,4,Spellcaster,DARK,1100,1200
Hyozanryu,Normal Monster,7,Dragon,LIGHT,2100,2800
Rhaimundos of the Red Sword,Normal Monster,4,Warrior,EARTH,1200,1300
Reshef the Dark Being,Ritual Effect Monster,8,Fiend,LIGHT,2500,1500
Sylvan Flowerknight,Effect Monster,4,Plant,EARTH,1800,1000
Alien Grey,Flip Effect Monster,2,Reptile,LIGHT,300,800
Gravekeeper's Chief,Effect Monster,5,Spellcaster,DARK,1900,1200
Achacha Chanbara,Effect Monster,3,Warrior,FIRE,1400,400
Gogogo Golem,Effect Monster,4,Rock,EARTH,1800,1500
Labradorite Dragon,Normal Tuner Monster,6,Dragon,DARK,0,2400
Lekunga,Effect Monster,4,Plant,WATER,1700,500
T.G. Recipro Dragonfly,Synchro Monster,2,Insect,WIND,300,300
Masked HERO Dian,Fusion Monster,8,Warrior,EARTH,2800,3000
X-Head Cannon,Normal Monster,4,Machine,LIGHT,1800,1500
Toad Master,Normal Monster,3,Aqua,WATER,1000,1000
Jurrac Tyrannus,Effect Monster,7,Dinosaur,FIRE,2500,1400
The Phantom Knights of Break Sword,XYZ Monster,3,Warrior,DARK,2000,1000
Steelswarm Genome,Effect Monster,2,Fiend,DARK,1000,0
Armored Axon Kicker,Effect Monster,6,Psychic,EARTH,2200,1800
Parrot Dragon,Normal Monster,5,Dragon,WIND,2000,1300
Skull Conductor,Effect Monster,4,Zombie,DARK,2000,0
Mystery Hand,Normal Monster,2,Fiend,DARK,500,500
Dragon Master Knight,Fusion Monster,12,Dragon,LIGHT,5000,5000
Arcana Force 0 - The Fool,Effect Monster,1,Fairy,LIGHT,0,0
Dicelops,Effect Monster,4,Machine,FIRE,1800,200
Soprano the Melodious Songstress,Effect Monster,4,Fairy,LIGHT,1400,1400
Silent Psychic Wizard,Effect Monster,4,Psychic,EARTH,1900,0
Inari Fire,Effect Monster,4,Pyro,FIRE,1500,200
"Libic, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1300,700
Soul-Absorbing Bone Tower,Effect Monster,3,Zombie,DARK,400,1500
Volcanic Queen,Effect Monster,6,Pyro,FIRE,2500,1200
Dragon Manipulator,Flip Effect Monster,3,Warrior,EARTH,700,800
Elemental HERO Blazeman,Effect Monster,4,Warrior,FIRE,1200,1800
Tempest Magician,Synchro Monster,6,Spellcaster,DARK,2200,1400
Orca Mega-Fortress of Darkness,Effect Monster,5,Sea Serpent,WATER,2100,1200
The Shadow Who Controls the Dark,Normal Monster,3,Fiend,DARK,800,700
Batteryman AA,Effect Monster,3,Thunder,LIGHT,0,0
Wall Shadow,Effect Monster,7,Warrior,DARK,1600,3000
Fool of Prophecy,Effect Monster,3,Spellcaster,EARTH,1600,900
Great Shogun Shien,Effect Monster,7,Warrior,FIRE,2500,2400
Saber Shark,Effect Monster,4,Fish,WATER,1600,1200
Genex Ally Reliever,Effect Monster,5,Machine,DARK,2200,1000
Photon Satellite,Effect Monster,1,Machine,LIGHT,0,0
Rai-Mei,Effect Monster,3,Thunder,LIGHT,1400,1200
Dinomist Rex,Pendulum Effect Monster,5,Machine,WATER,2400,2200
Alien Overlord,Effect Monster,6,Reptile,DARK,2200,1600
Sylvan Peaskeeper,Effect Monster,1,Plant,WIND,400,100
Miracle Jurassic Egg,Effect Monster,4,Dinosaur,EARTH,0,2000
Satellarknight Sirius,Effect Monster,4,Warrior,LIGHT,1600,900
Terra the Terrible,Normal Monster,4,Fiend,DARK,1200,1300
Destiny HERO - Celestial,Effect Monster,4,Warrior,DARK,1600,1400
Goyo Chaser,Synchro Monster,5,Warrior,EARTH,1900,1000
Giganticastle,Synchro Monster,9,Rock,EARTH,2900,2800
Stone Armadiller,Normal Monster,3,Rock,EARTH,800,1200
Underground Arachnid,Synchro Monster,6,Insect,EARTH,2400,1200
Meklord Astro Mekanikle,Effect Monster,12,Machine,LIGHT,4000,4000
Dragunity Arma Leyvaten,Effect Monster,8,Dragon,WIND,2600,1200
Mystical Capture Chain,Normal Monster,2,Fairy,LIGHT,700,700
Thousand-Eyes Restrict,Fusion Monster,1,Spellcaster,DARK,0,0
Mech Mole Zombie,Normal Monster,2,Zombie,DARK,500,400
X-Saber Souza,Synchro Monster,7,Warrior,EARTH,2500,1600
Goblin Zombie,Effect Monster,4,Zombie,DARK,1100,1050
Buster Blaster,Union Effect Monster,1,Machine,EARTH,0,0
Gravekeeper's Spear Soldier,Effect Monster,4,Spellcaster,DARK,1500,1000
Ryu Okami,Effect Monster,8,Wyrm,LIGHT,2900,1200
Exarion Universe,Effect Monster,4,Beast-Warrior,DARK,1800,1900
Supersonic Skull Flame,Effect Monster,10,Zombie,WIND,2600,2000
The Phantom Knights of Ragged Gloves,Effect Monster,3,Warrior,DARK,1000,500
"Jizukiru, the Star Destroying Kaiju",Effect Monster,10,Machine,LIGHT,3300,2600
Gishki Noellia,Effect Monster,4,Spellcaster,WATER,1700,1000
Submarine Frog,Effect Monster,2,Aqua,WATER,1200,600
Junk Synchron,Tuner Monster,3,Warrior,DARK,1300,500
Genex Ally Birdman,Tuner Monster,3,Machine,DARK,1400,400
Kozmo Dark Eclipser,Effect Monster,9,Machine,DARK,3000,2600
Photon Circle,Effect Monster,4,Spellcaster,LIGHT,1000,1000
Embryonic Beast,Normal Monster,2,Fiend,DARK,500,750
Alien Kid,Effect Monster,4,Reptile,LIGHT,1600,700
Destiny HERO - Decider,Effect Monster,4,Warrior,DARK,1600,1000
Jormungardr the Nordic Serpent,Effect Monster,8,Dragon,DARK,3000,3000
Performapal Gold Fang,Pendulum Effect Monster,4,Beast,LIGHT,1800,700
Meliae of the Trees,XYZ Monster,3,Plant,EARTH,1700,900
Dragon Ice,Effect Monster,5,Dragon,WATER,1800,2200
Cyber Ogre,Effect Monster,5,Machine,EARTH,1900,1200
Meteor Dragon,Normal Monster,6,Dragon,EARTH,1800,2000
Kozmo Tincan,Effect Monster,1,Psychic,LIGHT,0,0
Skull-Mark Ladybug,Effect Monster,4,Insect,EARTH,500,1500
Hieratic Sun Dragon Overlord of Heliopolis,XYZ Monster,8,Dragon,LIGHT,3000,2400
Red-Eyes Black Metal Dragon,Effect Monster,8,Machine,DARK,2800,2400
Red-Eyes Black Metal Dragon,Effect Monster,8,Machine,DARK,2800,2400
Amphibious Bugroth MK-3,Effect Monster,4,Machine,WATER,1500,1300
Superheavy Samurai Trumpeter,Tuner Monster,2,Machine,EARTH,300,600
Gorgonic Gargoyle,Effect Monster,3,Rock,DARK,1000,800
Doomsday Horror,Effect Monster,4,Fiend,DARK,0,0
Zeta Reticulant,Effect Monster,7,Fairy,DARK,2400,2100
The Six Samurai - Yaichi,Effect Monster,3,Warrior,WATER,1300,800
Darktellarknight Batlamyus,XYZ Monster,4,Warrior,DARK,2600,550
Alligator's Sword,Normal Monster,4,Beast,EARTH,1500,1200
Performapal Whim Witch,Pendulum Effect Monster,3,Spellcaster,DARK,800,800
Superalloy Beast Raptinus,Fusion Monster,8,Dragon,LIGHT,2200,2200
Qliphort Disk,Pendulum Effect Monster,7,Machine,EARTH,2800,1000
Z-Metal Tank,Union Effect Monster,4,Machine,LIGHT,1500,1300
Hibikime,Normal Monster,4,Warrior,EARTH,1450,1000
Eyearmor,Normal Monster,2,Warrior,EARTH,600,500
Hieratic Seal of the Dragon King,Gemini Monster,6,Dragon,LIGHT,0,0
Sasuke Samurai 4,Effect Monster,4,Warrior,WIND,1200,1200
Scrap Orthros,Tuner Monster,4,Beast,EARTH,1700,1100
Chimeratech Overdragon,Fusion Monster,9,Machine,DARK,0,0
Swordsman of Revealing Light,Effect Monster,8,Warrior,LIGHT,0,2400
Ojama Blue,Effect Monster,2,Beast,LIGHT,0,1000
Relinquished,Ritual Effect Monster,1,Spellcaster,DARK,0,0
Gandora the Dragon of Destruction,Effect Monster,8,Dragon,DARK,0,0
Sword Breaker,XYZ Monster,6,Warrior,EARTH,2700,1000
Star Seraph Scale,Effect Monster,4,Fairy,LIGHT,1500,900
Gem-Turtle,Flip Effect Monster,4,Rock,EARTH,0,2000
The Agent of Creation - Venus,Effect Monster,3,Fairy,LIGHT,1600,0
Penumbral Soldier Lady,Effect Monster,6,Warrior,DARK,2100,1400
Fire Princess,Effect Monster,4,Pyro,FIRE,1300,1500
Charming Resort Staff,Effect Monster,3,Fairy,LIGHT,300,200
King's Knight,Effect Monster,4,Warrior,LIGHT,1600,1400
Stardust Charge Warrior,Synchro Monster,6,Warrior,WIND,2000,1300
Tardy Orc,Effect Monster,4,Fiend,DARK,2200,0
T.G. Catapult Dragon,Effect Monster,2,Dragon,EARTH,900,1300
T.G. Cyber Magician,Tuner Monster,1,Spellcaster,LIGHT,0,0
Samurai of the Ice Barrier,Effect Monster,4,Warrior,WATER,1800,1500
Dinomist Pteran,Pendulum Effect Monster,4,Machine,WATER,1800,1200
Apprentice Piper,Flip Effect Monster,2,Spellcaster,DARK,100,1500
Yosenju Shinchu L,Pendulum Effect Monster,4,Rock,WIND,0,2100
Koa'ki Meiru Maximus,Effect Monster,8,Dragon,WIND,3000,2500
Performapal Odd-Eyes Metal Claw,Fusion Monster,8,Dragon,DARK,3000,3000
Satellarknight Alsahm,Effect Monster,4,Warrior,LIGHT,1400,1800
Anti-Aircraft Flower,Effect Monster,3,Plant,EARTH,0,1600
R-Genex Crusher,Effect Monster,2,Machine,EARTH,800,800
Neo Flamvell Garuda,Effect Monster,3,Pyro,FIRE,1200,1800
A-to-Z-Dragon Buster Cannon,Fusion Monster,10,Machine,LIGHT,4000,4000
Dark Armed Dragon,Effect Monster,7,Dragon,DARK,2800,1000
Spiritual Beast Tamer Winda,Effect Monster,4,Psychic,WIND,1600,1800
Performapal Stamp Turtle,Effect Monster,4,Aqua,WATER,100,1800
Big Shield Gardna,Effect Monster,4,Warrior,EARTH,100,2600
Yosenju Kama 1,Effect Monster,4,Beast-Warrior,WIND,1600,500
Element Magician,Effect Monster,4,Spellcaster,LIGHT,1500,1200
Gusto Gulldo,Tuner Monster,3,Winged Beast,WIND,500,500
Dark Voltanis,Effect Monster,8,Fairy,DARK,2800,1400
Dark Driceratops,Effect Monster,6,Dinosaur,EARTH,2400,1500
Alchemic Magician,XYZ Monster,4,Spellcaster,DARK,1500,1500
"Yellow Baboon, Archer of the Forest",Effect Monster,7,Beast,EARTH,2600,1800
Fluffal Owl,Effect Monster,2,Fairy,EARTH,1000,1000
Skilled Red Magician,Effect Monster,4,Spellcaster,DARK,1600,1600
Photon Thrasher,Effect Monster,4,Warrior,LIGHT,2100,0
Chakra,Ritual Monster,7,Fiend,DARK,2450,2000
The End of Anubis,Effect Monster,6,Fiend,DARK,2500,0
Shutendoji,Effect Monster,4,Zombie,EARTH,1500,800
Toon Mermaid,Toon Monster,4,Aqua,WATER,1400,1500
"Dragodies, the Empowered Warrior",Pendulum Effect Monster,4,Warrior,LIGHT,1500,1500
The Unfriendly Amazon,Effect Monster,4,Warrior,EARTH,2000,1000
Codarus,Effect Monster,4,Sea Serpent,WATER,1400,1200
Scrap Soldier,Tuner Monster,5,Warrior,EARTH,2100,700
Qliphort Scout,Pendulum Normal Monster,5,Machine,EARTH,1000,2800
"Denglong, First of the Yang Zing",Synchro Tuner Monster,5,Wyrm,LIGHT,0,2800
Mist Condor,Effect Monster,4,Winged Beast,WIND,1400,400
Red Archery Girl,Normal Monster,4,Aqua,WATER,1400,1500
Chronomaly Winged Sphinx,Effect Monster,5,Rock,EARTH,1600,1900
Y-Dragon Head,Union Effect Monster,4,Machine,LIGHT,1500,1600
Gruesome Goo,Normal Monster,3,Aqua,WATER,1300,700
Spirit of the Six Samurai,Union Effect Monster,3,Warrior,EARTH,500,500
Dragard,Effect Monster,4,Dragon,DARK,1300,1900
"Gungnir, Dragon of the Ice Barrier",Synchro Monster,7,Dragon,WATER,2500,1700
Ganbara Lancer,Effect Monster,5,Warrior,LIGHT,1000,2000
Inzektor Giga-Cricket,Effect Monster,5,Insect,DARK,2000,1300
Heroic Challenger - Assault Halberd,Effect Monster,4,Warrior,EARTH,1800,200
Nobleman-Eater Bug,Flip Effect Monster,5,Insect,EARTH,900,1200
Evilswarm Thanatos,XYZ Monster,4,Fiend,DARK,2350,1350
Metal Armored Bug,Normal Monster,8,Insect,EARTH,2800,1500
Wheel of Prophecy,Effect Monster,8,Spellcaster,DARK,2700,1700
Jurrac Velphito,Synchro Monster,5,Dinosaur,FIRE,0,0
Subterror Behemoth Stygokraken,Flip Effect Monster,5,Sea Serpent,EARTH,1400,2600
Gladiator Beast Torax,Effect Monster,3,Fish,WATER,1400,400
Inzektor Firefly,Effect Monster,1,Insect,DARK,100,100
Warrior of Zera,Normal Monster,4,Warrior,EARTH,1600,1600
Brotherhood of the Fire Fist - Rhino,Effect Monster,4,Beast-Warrior,FIRE,1700,1400
Transforming Sphere,Effect Monster,3,Winged Beast,WIND,100,100
Red Rising Dragon,Synchro Monster,6,Dragon,DARK,2100,1600
Genex Ally Axel,Synchro Monster,8,Machine,DARK,2600,2000
Mecha Phantom Beast Hamstrat,Effect Monster,3,Machine,WIND,1100,1600
Dark Horus,Effect Monster,8,Dragon,DARK,3000,1800
Fiend Skull Dragon,Fusion Monster,5,Dragon,WIND,2000,1200
Fortress Warrior,Effect Monster,2,Warrior,EARTH,600,1200
Morphtronic Datatron,Effect Monster,3,Pyro,FIRE,1200,600
Herald of Creation,Effect Monster,4,Spellcaster,LIGHT,1800,600
The Fiend Megacyber,Effect Monster,6,Warrior,DARK,2200,1200
Neo Flamvell Origin,Tuner Monster,2,Pyro,FIRE,500,200
Gishki Chain,Effect Monster,4,Sea Serpent,WATER,1800,1000
Fire King Avatar Yaksha,Effect Monster,4,Beast-Warrior,FIRE,1800,200
Volcanic Counter,Effect Monster,3,Pyro,FIRE,300,1300
Graydle Alligator,Effect Monster,3,Aqua,WATER,500,1500
Fluffal Leo,Effect Monster,4,Fairy,EARTH,1600,1200
Copy Plant,Tuner Monster,1,Plant,WIND,0,0
Flame Tiger,Effect Monster,4,Beast,FIRE,1800,0
"Bi'an, Earth of the Yang Zing",Effect Monster,3,Wyrm,EARTH,1600,0
Tin Archduke,XYZ Monster,4,Machine,EARTH,2200,1200
Serpent Night Dragon,Normal Monster,7,Dragon,DARK,2350,2400
Superdimensional Robot Galaxy Destroyer,XYZ Monster,10,Machine,LIGHT,5000,2000
Archfiend Heiress,Effect Monster,3,Fiend,DARK,1000,0
The Black Stone of Legend,Effect Monster,1,Dragon,DARK,0,0
Saggi the Dark Clown,Normal Monster,3,Spellcaster,DARK,600,1500
Royal Knight of the Ice Barrier,Effect Monster,5,Warrior,WATER,2000,2000
Aquaactress Guppy,Effect Monster,2,Aqua,WATER,600,600
Dragon Zombie,Normal Monster,3,Zombie,DARK,1600,0
Mind on Air,Effect Monster,6,Spellcaster,DARK,1000,1600
Vermillion Dragon Mech,Synchro Monster,9,Machine,FIRE,2700,1800
Goblin Black Ops,Effect Monster,4,Beast-Warrior,DARK,1300,0
Element Soldier,Effect Monster,4,Fiend,DARK,1500,1200
Gishki Zielgigas,Ritual Effect Monster,10,Aqua,WATER,3200,0
Keeper of the Shrine,Effect Monster,4,Dragon,DARK,0,2100
Brotherhood of the Fire Fist - Boar,Tuner Monster,4,Beast-Warrior,FIRE,1100,1400
Hieratic Dragon of Sutekh,Effect Monster,8,Dragon,LIGHT,2800,2000
Koa'ki Meiru Wall,Effect Monster,4,Rock,EARTH,1900,1200
Moon Dragon Quilla,Synchro Monster,6,Dragon,DARK,2500,2000
Waterdragon Fairy,Normal Monster,3,Aqua,WATER,1100,700
Fishborg Launcher,Tuner Monster,1,Fish,WATER,200,100
Gaia the Dragon Champion,Fusion Monster,7,Dragon,WIND,2600,2100
Oni Tank T-34,Normal Monster,4,Machine,EARTH,1400,1700
Crystron Rion,Tuner Monster,3,Machine,WATER,500,500
Dreadscythe Harvester,Effect Monster,8,Insect,WIND,2300,1600
The Earl of Demise,Normal Monster,5,Fiend,DARK,2000,700
Majestic Red Dragon,Synchro Monster,10,Dragon,DARK,4000,3000
Scrap Mind Reader,Tuner Monster,1,Machine,EARTH,0,0
Dark Bat,Normal Monster,3,Winged Beast,WIND,1000,1000
Kozmo Goodwitch,Effect Monster,4,Psychic,LIGHT,1800,1000
"Loki, Lord of the Aesir",Synchro Monster,10,Spellcaster,DARK,3300,3000
Earthbound Spirit,Normal Monster,4,Fiend,EARTH,500,2000
Gishki Abyss,Effect Monster,2,Fish,WATER,800,500
Gagaga Head,Effect Monster,6,Spellcaster,DARK,2100,2000
Coach Captain Bearman,Effect Monster,8,Beast-Warrior,FIRE,2600,2700
Armored Cybern,Union Effect Monster,4,Machine,WIND,0,2000
Majioshaleon,Effect Monster,5,Reptile,WATER,2000,800
Turbo Synchron,Tuner Monster,1,Machine,WIND,100,500
Igknight Cavalier,Pendulum Normal Monster,5,Warrior,FIRE,2400,1200
Scapeghost,Tuner Monster,1,Zombie,DARK,0,0
Labyrinth Wall,Normal Monster,5,Rock,EARTH,0,3000
Red-Eyes Wyvern,Effect Monster,4,Dragon,WIND,1800,1600
Dwarf Star Dragon Planeter,Effect Monster,4,Dragon,LIGHT,1700,1200
Darklord Nurse Reficule,Effect Monster,4,Fairy,DARK,1400,600
Amphibian Beast,Normal Monster,6,Fish,WATER,2400,2000
Glow-Up Bulb,Tuner Monster,1,Plant,EARTH,100,100
Pinecono,Effect Monster,1,Plant,EARTH,400,200
Layard the Liberator,Effect Monster,4,Fairy,LIGHT,1400,1500
Genex Searcher,Effect Monster,4,Machine,EARTH,1600,400
Mecha Phantom Beast Blue Impala,Tuner Monster,3,Machine,WIND,1400,1100
Crawling Dragon,Normal Monster,5,Dragon,EARTH,1600,1400
Prediction Princess Crystaldine,Flip Effect Monster,5,Fairy,WATER,1400,2200
Lady of D.,Effect Monster,4,Spellcaster,DARK,1500,1100
Science Soldier,Normal Monster,3,Warrior,DARK,800,800
Zushin the Sleeping Giant,Effect Monster,10,Warrior,EARTH,0,0
Phonon Pulse Dragon,Synchro Tuner Monster,4,Dragon,DARK,1900,800
Chronomaly Mud Golem,Effect Monster,4,Rock,EARTH,1700,1000
Hoshiningen,Effect Monster,2,Fairy,LIGHT,500,700
Searchlightman,Flip Effect Monster,3,Machine,LIGHT,1000,1000
Snowdust Dragon,Effect Monster,8,Dragon,WATER,2800,1800
Gemini Imps,Effect Monster,4,Fiend,DARK,1000,1000
Caligo Claw Crow,Effect Monster,2,Winged Beast,DARK,900,600
Performage Trick Clown,Effect Monster,4,Spellcaster,LIGHT,1600,1200
Koumori Dragon,Normal Monster,4,Dragon,DARK,1500,1200
Skull Meister,Effect Monster,4,Fiend,DARK,1700,400
Odd-Eyes Mirage Dragon,Pendulum Effect Monster,3,Dragon,DARK,1200,600
King of the Beasts,Effect Monster,7,Beast,EARTH,2500,800
Performapal King Bear,Pendulum Effect Monster,6,Beast-Warrior,EARTH,2200,1000
Barrel Lily,Normal Monster,3,Plant,EARTH,1100,600
Dark Flattop,Synchro Monster,8,Machine,DARK,0,3000
Mecha Phantom Beast Tetherwolf,Effect Monster,4,Machine,WIND,1700,1200
CXyz Barian Hope,XYZ Monster,7,Warrior,LIGHT,0,0
Ultimate Baseball Kid,Effect Monster,3,Warrior,FIRE,500,1000
Spirit Ryu,Effect Monster,4,Dragon,WIND,1000,1000
Goddess of Whim,Effect Monster,3,Fairy,LIGHT,950,700
Divine Dragon Aquabizarre,Effect Monster,5,Sea Serpent,WATER,2100,1500
Gem-Knight Citrine,Fusion Monster,7,Pyro,EARTH,2200,1950
Earthbound Linewalker,Effect Monster,4,Fiend,DARK,1200,1900
Guardian Angel Joan,Effect Monster,7,Fairy,LIGHT,2800,2000
Condemned Maiden,Effect Monster,4,Fairy,LIGHT,100,2000
The Gross Ghost of Fled Dreams,Normal Monster,4,Fiend,DARK,1300,1800
Power Tool Mecha Dragon,Synchro Monster,7,Machine,DARK,2300,2500
Scary Moth,Effect Monster,6,Insect,WIND,1800,2300
Junk Defender,Effect Monster,3,Warrior,EARTH,500,1800
Orient Dragon,Synchro Monster,6,Dragon,WIND,2300,1000
Meklord Emperor Wisel,Effect Monster,1,Machine,DARK,2500,2500
Battlin' Boxer Switchitter,Effect Monster,4,Warrior,FIRE,1500,1400
Stinging Swordsman,Effect Monster,1,Warrior,WIND,300,600
Stone Dragon,Normal Monster,7,Rock,EARTH,2000,2300
Sky Dragoons of Draconia,Pendulum Normal Monster,5,Winged Beast,WIND,2200,200
Inzektor Dragonfly,Effect Monster,3,Insect,DARK,1000,1800
Crystal Beast Emerald Tortoise,Effect Monster,3,Aqua,WATER,600,2000
Flamvell Dragnov,Effect Monster,2,Dragon,FIRE,1100,200
Royal Knight,Effect Monster,3,Fairy,LIGHT,1300,800
Pandemic Dragon,Effect Monster,7,Dragon,DARK,2500,1000
Cosmic Fortress Gol'gar,Synchro Monster,5,Reptile,LIGHT,2600,1800
Metal Guardian,Normal Monster,5,Fiend,DARK,1150,2150
Gemini Soldier,Gemini Monster,2,Warrior,WIND,500,300
Archfiend Commander,Effect Monster,6,Fiend,DARK,2500,1200
Majespecter Crow - Yata,Pendulum Effect Monster,4,Spellcaster,WIND,1000,1500
Fairy's Gift,Normal Monster,4,Spellcaster,LIGHT,1400,1000
Triamid Sphinx,Effect Monster,10,Rock,EARTH,2500,2500
Genex Ally Duradark,Effect Monster,4,Machine,DARK,1800,200
Hardened Armed Dragon,Effect Monster,4,Dragon,EARTH,1500,800
Genex Controller,Normal Tuner Monster,3,Machine,DARK,1400,1200
Mystic Horseman,Normal Monster,4,Beast,EARTH,1300,1550
Fire Hand,Effect Monster,4,Pyro,FIRE,1600,1000
Stardust Xiaolong,Effect Monster,1,Dragon,LIGHT,100,100
Wind-Up Zenmaister,XYZ Monster,4,Machine,EARTH,1900,1500
Bujingi Crane,Effect Monster,4,Winged Beast,LIGHT,1600,300
Bujinki Amaterasu,XYZ Monster,4,Beast-Warrior,LIGHT,2600,2500
Prediction Princess Petalelf,Flip Effect Monster,3,Fairy,EARTH,800,700
Slime Toad,Normal Monster,2,Aqua,WATER,700,500
Little Chimera,Effect Monster,2,Beast,FIRE,600,550
Paladin of the Cursed Dragon,Effect Monster,4,Zombie,LIGHT,1900,1200
Red Ogre,Effect Monster,7,Zombie,EARTH,2800,2100
Elemental HERO Inferno,Fusion Monster,8,Pyro,FIRE,2300,1600
Lucky Pied Piper,Gemini Monster,4,Fairy,WIND,1500,500
Cyber Barrier Dragon,Effect Monster,6,Machine,LIGHT,800,2800
Koa'ki Meiru Speeder,Effect Monster,3,Machine,WIND,1200,2200
Tyler the Great Warrior,Effect Monster,8,Warrior,EARTH,3000,1500
Lillybot,Effect Monster,4,Machine,LIGHT,500,2000
Harpie Dancer,Effect Monster,4,Winged Beast,WIND,1200,1000
Performage Damage Juggler,Effect Monster,4,Spellcaster,LIGHT,1500,1000
Tri-Edge Levia,XYZ Monster,3,Sea Serpent,WATER,1800,1500
Rock Ogre Grotto 1,Normal Monster,3,Rock,EARTH,800,1200
Familiar-Possessed - Eria,Effect Monster,4,Spellcaster,WATER,1850,1500
Kamakiriman,Normal Monster,4,Insect,EARTH,1150,1400
Symphonic Warrior Basses,Tuner Monster,1,Machine,WIND,600,400
Digital Bug Centibit,Effect Monster,3,Insect,LIGHT,1500,500
Boo Koo,Normal Monster,2,Spellcaster,DARK,650,500
Fire King Avatar Barong,Effect Monster,4,Beast-Warrior,FIRE,1800,200
Cyber-Stein,Effect Monster,2,Machine,DARK,700,500
Air Armor Ninja,Effect Monster,4,Warrior,WIND,1400,1400
The Six Samurai - Yariza,Effect Monster,3,Warrior,EARTH,1000,500
Blackwing Armor Master,Synchro Monster,7,Winged Beast,DARK,2500,1500
Kachi Kochi Dragon,XYZ Monster,4,Dragon,EARTH,2100,1300
Amorphage Goliath,Pendulum Effect Monster,8,Dragon,EARTH,2750,0
Predaplant Squid Drosera,Effect Monster,2,Plant,DARK,800,400
Zera the Mant,Ritual Monster,8,Fiend,DARK,2800,2300
Gemini Elf,Normal Monster,4,Spellcaster,EARTH,1900,900
Gemini Elf,Normal Monster,4,Spellcaster,EARTH,1900,900
Scrap Shark,Effect Monster,4,Fish,EARTH,2100,0
Inzektor Hornet,Effect Monster,3,Insect,DARK,500,200
Performapal Partnaga,Pendulum Effect Monster,5,Reptile,EARTH,500,2100
Performapal Changeraffe,Pendulum Effect Monster,1,Beast,EARTH,100,500
Thestalos the Mega Monarch,Effect Monster,8,Pyro,FIRE,2800,1000
Gem-Knight Emerald,Effect Monster,4,Rock,EARTH,1800,800
Gene-Warped Warwolf,Normal Monster,4,Beast-Warrior,EARTH,2000,100
Mermail Abyssgunde,Effect Monster,3,Aqua,WATER,1400,800
