Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
41,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,913751,Bachelor
28,Female,Rent,Axtel,Married,Telcel,2,Never,IOS,YT Music,913829,Bachelor
37,Male,Rent,Mega cable,Divorced,Telcel,4,Weekly,IOS,YT Music,913830,Some College
32,Male,Rent,Telmex,Married,Movistar,2,Never,Android,YT Music,913885,Some College
56,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,913908,Doctorate
29,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,913979,High School
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,Spotify,914013,Doctorate
24,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,914020,Some College
40,Male,Own,Mega cable,Married,Telcel,2,Never,Android,Spotify,914049,Master's Degree
29,Male,Rent,Axtel,Married,Telcel,1,Monthly,Android,YT Music,914090,Bachelor
50,Female,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,914162,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,914250,High School
29,Male,Rent,Axtel,Other,Telcel,1,Monthly,Android,YT Music,914256,Bachelor
31,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,914260,Bachelor
34,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,914278,Bachelor
30,Male,Own,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,914283,Bachelor
24,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,914315,Bachelor
41,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,914342,Master's Degree
52,Male,Rent,Telmex,Married,Telcel,3,Weekly,Android,YT Music,914352,Doctorate
43,Male,Rent,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,914386,Bachelor
36,Male,Own,Mega cable,Never Married,Movistar,1,Monthly,Android,YT Music,914417,High School
29,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,914420,Bachelor
29,Female,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,Spotify,914422,High School
46,Male,Rent,Mega cable,Married,Telcel,0,Weekly,Android,YT Music,914425,Some College
25,Male,Rent,Mega cable,Never Married,Movistar,2,Rarely,IOS,YT Music,914429,High School
28,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,914440,Bachelor
42,Male,Own,Axtel,Other,Telcel,1,Never,Android,YT Music,914447,Master's Degree
48,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,914476,Master's Degree
27,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,914522,Bachelor
26,Male,Rent,Telmex,Never Married,Telcel,2,Never,Android,YT Music,914532,High School
37,Female,Own,Telmex,Married,Telcel,2,Never,IOS,Spotify,914554,Bachelor
37,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,914560,Some College
32,Female,Own,Mega cable,Married,Telcel,3,Never,IOS,Spotify,914586,Bachelor
27,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,914620,High School
39,Female,Rent,Telmex,Married,AT&T,3,Weekly,IOS,YT Music,914636,Bachelor
34,Female,Rent,Axtel,Married,Other,2,Weekly,IOS,YT Music,914652,Bachelor
40,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,914678,Bachelor
35,Female,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,914687,Master's Degree
34,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,914706,Doctorate
40,Female,Rent,Mega cable,Married,Movistar,6,Weekly,IOS,YT Music,914709,Bachelor
27,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,914743,Bachelor
29,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,914753,High School
31,Female,Own,Axtel,Married,Telcel,1,Weekly,IOS,YT Music,914765,Bachelor
34,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,914770,Doctorate
25,Male,Own,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,914816,High School
28,Male,Rent,Telmex,Married,Telcel,1,Never,Android,YT Music,914835,Master's Degree
31,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,914839,Master's Degree
31,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,914864,Master's Degree
27,Male,Rent,Mega cable,Never Married,Telcel,2,Rarely,IOS,YT Music,914895,High School
35,Female,Rent,Mega cable,Never Married,Movistar,2,Rarely,Android,YT Music,914913,High School
35,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,914924,High School
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,914948,Bachelor
26,Female,Rent,Mega cable,Married,Movistar,1,Monthly,IOS,YT Music,915013,Master's Degree
36,Female,Rent,Mega cable,Divorced,Movistar,1,Never,Android,YT Music,915017,Bachelor
30,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,915023,High School
40,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,915049,Bachelor
32,Male,Own,Axtel,Married,Telcel,2,Never,Android,Other,915087,Trade School
34,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,915107,Bachelor
23,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,915122,High School
37,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,915129,Bachelor
40,Male,Rent,Axtel,Married,Telcel,1,Weekly,Windows phone,YT Music,915141,Some College
30,Male,Rent,Axtel,Married,Movistar,1,Weekly,IOS,YT Music,915150,Master's Degree
47,Female,Rent,Telmex,Never Married,Movistar,0,Never,Android,Spotify,915170,High School
39,Male,Own,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,915175,Bachelor
33,Male,Own,Axtel,Married,Telcel,3,Never,Android,YT Music,915192,Master's Degree
33,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,915206,Some College
45,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,915222,Bachelor
33,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,915240,Bachelor
29,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,915270,High School
33,Male,Own,Axtel,Married,Telcel,1,Weekly,Android,YT Music,915291,Doctorate
26,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,915338,High School
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,915362,Bachelor
32,Male,Own,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,915414,Master's Degree
22,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,915418,High School
36,Male,Rent,Axtel,Married,Telcel,1,Weekly,IOS,YT Music,915437,Bachelor
60,Female,Rent,Mega cable,Divorced,Movistar,1,Weekly,Android,YT Music,915454,Bachelor
32,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,915472,Bachelor
47,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,Spotify,915490,High School
30,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,915507,Master's Degree
39,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,915521,Master's Degree
38,Female,Rent,Telmex,Married,Telcel,2,Weekly,IOS,Spotify,915522,Master's Degree
26,Male,Rent,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,915539,Bachelor
34,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,915545,High School
45,Female,Own,Axtel,Married,Movistar,4,Weekly,IOS,YT Music,915564,Bachelor
27,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,915566,High School
39,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,915586,Bachelor
33,Female,Rent,Telmex,Divorced,Movistar,2,Never,Android,Spotify,915607,Master's Degree
33,Male,Rent,Telmex,Married,Movistar,1,Monthly,Android,YT Music,915610,Master's Degree
26,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,915614,Bachelor
24,Male,Own,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,915616,High School
25,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,915625,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,0,Weekly,Windows phone,YT Music,915660,High School
26,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,915668,High School
31,Female,Rent,Telmex,Married,Telcel,2,Never,IOS,YT Music,915685,Associate's Degree
33,Male,Rent,Axtel,Married,Telcel,3,Rarely,IOS,YT Music,915704,Bachelor
25,Male,Rent,Axtel,Married,Other,2,Never,Android,YT Music,915723,Bachelor
35,Male,Rent,Mega cable,Separated,Telcel,1,Monthly,Android,YT Music,915747,Master's Degree
31,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,915750,Bachelor
34,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,915755,Master's Degree
27,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,915758,Master's Degree
33,Male,Own,Axtel,Married,Telcel,1,Never,Android,YT Music,915778,Some College
35,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,915810,Some College
37,Female,Rent,Telmex,Married,Movistar,2,Weekly,IOS,YT Music,915811,Bachelor
39,Female,Rent,Axtel,Married,Movistar,4,Never,IOS,YT Music,915812,Some College
26,Male,Rent,Axtel,Married,Telcel,1,Never,Android,Spotify,915832,Master's Degree
25,Male,Rent,Telmex,Never Married,Movistar,0,Weekly,Windows phone,YT Music,915834,High School
38,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,915841,Master's Degree
36,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,915847,Master's Degree
33,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,915851,High School
33,Female,Rent,Axtel,Married,Telcel,2,Never,IOS,YT Music,915861,Master's Degree
39,Male,Rent,Axtel,Married,Telcel,2,Weekly,Windows phone,YT Music,915869,Bachelor
40,Male,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,915887,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,915894,High School
37,Male,Rent,Telmex,Married,Telcel,2,Never,Android,Spotify,915897,Bachelor
25,Female,Rent,Axtel,Married,Movistar,2,Weekly,IOS,YT Music,915909,Bachelor
32,Male,Rent,Mega cable,Married,Telcel,1,Monthly,Android,Spotify,915919,Master's Degree
40,Male,Rent,Mega cable,Married,Telcel,4,Rarely,IOS,YT Music,915938,Bachelor
30,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,915958,Master's Degree
35,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,915983,Bachelor
41,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,915994,Bachelor
25,Male,Rent,Axtel,Never Married,Movistar,0,Monthly,Android,YT Music,916025,High School
40,Female,Rent,Telmex,Other,Movistar,3,Monthly,Android,Spotify,916026,Associate's Degree
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,916035,High School
25,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,916043,High School
33,Male,Rent,Mega cable,Other,Telcel,2,Never,Android,YT Music,916065,Bachelor
23,Female,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,916066,High School
39,Female,Rent,Axtel,Married,Telcel,2,Never,IOS,Spotify,916069,Master's Degree
24,Male,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,916072,High School
27,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,916076,Master's Degree
50,Female,Rent,Telmex,Married,Movistar,2,Never,IOS,YT Music,916080,Master's Degree
38,Male,Rent,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,916091,Master's Degree
28,Female,Rent,Telmex,Married,Movistar,2,Rarely,IOS,Spotify,916098,Bachelor
28,Male,Own,Mega cable,Married,Movistar,1,Rarely,IOS,YT Music,916118,Master's Degree
39,Male,Own,Other,Married,Telcel,3,Weekly,Windows phone,YT Music,916133,Bachelor
43,Female,Rent,Telmex,Married,Movistar,3,Weekly,IOS,YT Music,916139,Bachelor
33,Male,Rent,Mega cable,Never Married,Movistar,2,Never,Android,Spotify,916140,High School
31,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916159,Bachelor
30,Female,Rent,Axtel,Other,Movistar,1,Rarely,Android,YT Music,916166,Bachelor
33,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,916167,High School
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916176,Bachelor
36,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,916189,Bachelor
27,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,916196,Master's Degree
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916197,High School
27,Male,Own,Mega cable,Married,Movistar,1,Never,Android,YT Music,916198,Bachelor
28,Male,Own,Axtel,Married,Telcel,1,Monthly,Android,YT Music,916208,Grade School
28,Female,Rent,Mega cable,Divorced,Movistar,2,Rarely,Android,YT Music,916215,Some College
33,Male,Rent,Mega cable,Never Married,Telcel,2,Monthly,Android,YT Music,916225,High School
28,Male,Rent,Telmex,Married,Telcel,1,Rarely,IOS,YT Music,916237,Bachelor
35,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,916265,Bachelor
29,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,916267,High School
46,Female,Rent,Axtel,Divorced,Movistar,1,Never,Android,YT Music,916281,Master's Degree
40,Female,Rent,Axtel,Married,Telcel,1,Never,IOS,YT Music,916306,Grade School
32,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,916309,Master's Degree
26,Female,Rent,Mega cable,Never Married,Movistar,1,Rarely,Android,YT Music,916313,High School
39,Male,Rent,Axtel,Never Married,Telcel,3,Weekly,Android,YT Music,916321,High School
37,Male,Rent,Mega cable,Divorced,Telcel,1,Rarely,IOS,YT Music,916326,Some College
37,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,916335,Bachelor
24,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,916340,High School
38,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916355,High School
33,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,916359,Master's Degree
27,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,916374,High School
26,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916378,High School
24,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,916385,High School
29,Male,Rent,Axtel,Divorced,Telcel,2,Never,Android,YT Music,916389,Bachelor
35,Male,Rent,Axtel,Never Married,Telcel,1,Rarely,IOS,Spotify,916399,High School
24,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,916406,High School
25,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,916439,Master's Degree
25,Male,Own,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,916469,Bachelor
38,Male,Own,Other,Married,Telcel,2,Weekly,Android,YT Music,916483,Some College
37,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,Spotify,916500,Master's Degree
38,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,916506,Bachelor
29,Male,Own,Mega cable,Other,Telcel,2,Rarely,IOS,YT Music,916514,Bachelor
25,Male,Rent,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,916519,Bachelor
46,Male,Own,Mega cable,Married,Telcel,5,Weekly,Android,YT Music,916534,Bachelor
31,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,916547,Bachelor
28,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,916560,High School
30,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916567,Post-Doc
40,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,916583,Master's Degree
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916584,Bachelor
32,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Windows phone,YT Music,916603,Master's Degree
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,916624,Master's Degree
33,Male,Own,Telmex,Married,Telcel,0,Rarely,IOS,Spotify,916632,Doctorate
30,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,916646,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916654,Bachelor
37,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,916658,Bachelor
34,Male,Own,Telmex,Married,Telcel,2,Weekly,Android,YT Music,916666,Bachelor
45,Female,Rent,Telmex,Married,Telcel,3,Never,IOS,YT Music,916676,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,916681,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,916683,High School
58,Male,Own,Mega cable,Other,Telcel,2,Weekly,Android,YT Music,916705,Master's Degree
35,Female,Own,Izzi,Married,Movistar,2,Never,IOS,YT Music,916721,Some College
30,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,916723,Master's Degree
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916728,High School
50,Female,Rent,Mega cable,Married,AT&T,2,Never,IOS,YT Music,916730,Master's Degree
33,Female,Own,Axtel,Married,Movistar,2,Weekly,IOS,YT Music,916735,Some College
38,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,916747,Bachelor
31,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,916757,Bachelor
46,Male,Own,Mega cable,Married,Telcel,3,Weekly,Windows phone,YT Music,916787,Associate's Degree
24,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,916793,High School
34,Female,Own,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,916794,Bachelor
33,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,916797,Bachelor
50,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,916799,High School
27,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,916811,High School
21,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916813,Master's Degree
26,Male,Own,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,916815,High School
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,916819,Master's Degree
32,Male,Rent,Axtel,Never Married,Telcel,2,Rarely,IOS,YT Music,916822,High School
35,Female,Rent,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,916823,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916828,Bachelor
25,Female,Rent,Axtel,Never Married,Movistar,2,Rarely,Android,YT Music,916831,High School
30,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916835,High School
54,Female,Rent,Telmex,Married,Telcel,2,Never,IOS,YT Music,916838,Some College
32,Male,Rent,Mega cable,Never Married,Telcel,2,Rarely,IOS,YT Music,916843,High School
36,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,916847,Associate's Degree
38,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,Spotify,916861,Bachelor
31,Female,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,916864,Bachelor
42,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,916866,Associate's Degree
28,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,916867,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,916875,High School
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916877,Bachelor
38,Female,Rent,Izzi,Married,Movistar,3,Never,IOS,YT Music,916885,Bachelor
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,916887,High School
44,Female,Rent,Mega cable,Married,Telcel,1,Never,IOS,YT Music,916889,Master's Degree
40,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,916894,Master's Degree
26,Male,Own,Mega cable,Married,Movistar,2,Never,Android,YT Music,916909,Bachelor
27,Male,Rent,Telmex,Never Married,Movistar,2,Rarely,IOS,YT Music,916911,High School
45,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,916926,Bachelor
35,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,916933,Some College
32,Female,Rent,Axtel,Other,Other,1,Never,Android,YT Music,916939,Doctorate
32,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916941,Master's Degree
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,916943,Associate's Degree
27,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,Spotify,916950,Master's Degree
37,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,916975,Some College
28,Male,Rent,Mega cable,Divorced,Movistar,1,Rarely,IOS,YT Music,916980,Bachelor
45,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,916984,Bachelor
29,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,YT Music,916992,High School
25,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,916995,Bachelor
27,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,916996,Master's Degree
34,Female,Rent,Mega cable,Married,AT&T,3,Monthly,IOS,Spotify,916997,Bachelor
30,Male,Rent,Axtel,Married,Telcel,3,Monthly,Android,YT Music,917005,Some College
31,Female,Rent,Axtel,Married,Movistar,2,Monthly,IOS,YT Music,917006,Bachelor
33,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917007,Bachelor
34,Male,Rent,Telmex,Separated,Movistar,1,Never,Android,YT Music,917012,Some College
31,Male,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,917025,Bachelor
27,Male,Rent,Axtel,Never Married,Movistar,2,Monthly,Android,YT Music,917035,High School
34,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,917037,Bachelor
37,Male,Rent,Axtel,Divorced,Telcel,3,Never,Android,YT Music,917038,Doctorate
43,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,Spotify,917043,High School
37,Female,Rent,Axtel,Married,Movistar,2,Weekly,IOS,YT Music,917052,Some College
43,Female,Rent,Telmex,Married,Movistar,4,Weekly,IOS,YT Music,917058,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,917060,High School
24,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,917063,Bachelor
42,Female,Rent,Axtel,Married,Movistar,1,Weekly,IOS,YT Music,917066,Some College
39,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917072,Master's Degree
37,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917073,Bachelor
34,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917076,Master's Degree
30,Male,Rent,Axtel,Never Married,Movistar,2,Never,Android,YT Music,917079,High School
32,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,Spotify,917083,Master's Degree
35,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917085,Post-Doc
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917090,High School
26,Male,Own,Telmex,Married,Telcel,1,Never,Android,YT Music,917098,Some College
22,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,917100,Associate's Degree
35,Female,Rent,Axtel,Married,Movistar,2,Weekly,IOS,Spotify,917107,Master's Degree
32,Male,Own,Axtel,Married,Telcel,0,Never,Android,YT Music,917108,Doctorate
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917109,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,917115,High School
46,Male,Own,Telmex,Divorced,Telcel,2,Rarely,IOS,YT Music,917140,Bachelor
31,Male,Rent,Telmex,Never Married,Telcel,2,Never,Android,YT Music,917142,High School
31,Female,Rent,Mega cable,Married,AT&T,3,Weekly,IOS,YT Music,917146,Grade School
26,Female,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,917153,High School
37,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,917155,Bachelor
39,Male,Own,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,917167,Master's Degree
31,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,917169,High School
33,Male,Rent,Mega cable,Divorced,Movistar,1,Never,Android,YT Music,917173,Some College
43,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,917175,Associate's Degree
43,Male,Rent,Mega cable,Married,Telcel,4,Never,Android,Spotify,917178,Bachelor
42,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,917188,Master's Degree
40,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,917207,High School
40,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,917211,Bachelor
25,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,917228,Bachelor
34,Female,Rent,Mega cable,Never Married,Movistar,3,Never,Android,YT Music,917231,High School
30,Female,Own,Telmex,Divorced,Movistar,1,Never,Android,YT Music,917246,Bachelor
34,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,917247,Bachelor
30,Female,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,Other,917248,High School
25,Male,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,917251,High School
36,Female,Rent,Mega cable,Married,Telcel,3,Monthly,IOS,Spotify,917255,Master's Degree
30,Female,Own,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,917257,Bachelor
23,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917260,High School
22,Male,Own,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917264,High School
29,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917273,Bachelor
26,Male,Rent,Telmex,Married,Movistar,1,Rarely,IOS,YT Music,917283,Master's Degree
30,Female,Rent,Mega cable,Married,Movistar,1,Never,IOS,YT Music,917286,Master's Degree
28,Male,Own,Mega cable,Married,Telcel,1,Never,Android,YT Music,917290,Master's Degree
35,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917296,Doctorate
30,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917297,High School
28,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,917299,Bachelor
33,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,917300,Bachelor
26,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,917301,Bachelor
50,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,917311,Doctorate
42,Female,Rent,Mega cable,Other,Movistar,1,Never,Android,YT Music,917318,Bachelor
52,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917319,Master's Degree
29,Male,Own,Axtel,Married,Telcel,3,Monthly,Android,YT Music,917321,Bachelor
32,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917325,Bachelor
34,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,YT Music,917327,Bachelor
30,Male,Rent,Mega cable,Never Married,Telcel,3,Rarely,IOS,YT Music,917329,High School
